ID,Policy_Start_Date,Policy_End_Date,Gender,Age,First_Transaction_Date,Policy_Count,Car_Category,Car_Colour,Car_Make,LGA_Name,State,Product_Name,Target
ID_V1CD9SQ,2010-08-04,2011-08-04,Male,36,2010-08-04,3,Saloon,Grey,Toyota,Kaduna-North,Kaduna,Car Classic,0
ID_GJK0ERQ,2010-08-04,2011-08-04,Male,35,2010-08-04,1,Saloon,Unknown,Toyota,Asaba,Delta,Car Classic,0
ID_L823OU2,2010-08-04,2011-08-04,Male,35,2010-08-04,2,Saloon,Unknown,Toyota,Kano Municipal,Kano,Car Classic,0
ID_T5GUMBA,2010-08-04,2011-08-04,Male,38,2010-08-04,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_3MADNH1,2010-08-05,2011-08-05,Female,31,2010-08-05,1,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,0
ID_6K3ENOM,2010-08-05,2011-08-05,Male,65,2010-08-05,2,Saloon,Unknown,Mercedes,Kano Municipal,Kano,Muuve,0
ID_6YZL6GT,2010-08-05,2011-08-05,Female,40,2010-08-05,2,Saloon,Gold,Toyota,Kano Municipal,Kano,Car Classic,0
ID_DOS1Z5B,2010-08-05,2011-08-05,Male,66,2010-08-05,2,SUV,Red,Mitsubishi,Kano Municipal,Kano,Car Classic,0
ID_GD88MJ6,2010-08-05,2011-08-05,Male,28,2010-08-05,2,Saloon,Black,Nissan,Kano Municipal,Kano,Car Classic,1
ID_IJIRBMX,2010-08-05,2011-08-05,Male,35,2010-08-05,3,Saloon,White,Honda,Abeokuta,Ogun,Car Classic,0
ID_KGMRY9A,2010-08-05,2011-08-05,Male,50,2010-08-05,2,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_L00OTPB,2010-08-05,2011-08-05,Male,50,2010-08-05,3,SUV,Black,Toyota,Effurun,Delta,Customized Motor,0
ID_NSF6FZU,2010-08-05,2011-08-05,Female,40,2010-08-05,2,Saloon,Black,Toyota,Ojo,Lagos,Car Classic,0
ID_W6SCZ02,2010-08-05,2011-08-05,Male,36,2010-08-05,1,SUV,Blue,Hyundai,Kano Municipal,Kano,CarFlex,0
ID_XSFECZW,2010-08-05,2011-08-05,Male,52,2010-08-05,2,Saloon,Black,BMW,Kaduna-North,Kaduna,Car Classic,0
ID_6KJ3F6U,2010-08-05,2011-08-05,Male,65,2010-08-05,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_92F6RVP,2010-08-05,2011-08-05,Female,33,2010-08-05,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_FT6DVBL,2010-08-05,2011-08-05,Male,39,2010-08-05,2,Wagon,Red,Toyota,Ibadan-South-West,Oyo,Car Classic,0
ID_A1NRGZU,2010-08-05,2011-08-05,Male,42,2010-08-05,2,Saloon,Black,Hyundai,Kano Municipal,Kano,Car Classic,0
ID_R64GA9R,2010-08-05,2011-08-05,Male,44,2010-08-05,2,Saloon,Blue,Toyota,Kano Municipal,Kano,Car Classic,0
ID_ELQ16EJ,2010-08-05,2011-08-05,Female,34,2010-08-05,3,SUV,Black,Lexus,Kano Municipal,Kano,Car Plus,0
ID_ZOANOBE,2010-08-05,2011-08-05,Male,40,2010-08-05,2,Saloon,Unknown,Kia,Kano Municipal,Kano,Car Classic,0
ID_M0C8NR8,2010-08-05,2011-08-05,Female,30,2010-08-05,2,Saloon,White,Toyota,Kuje,Abuja,Car Classic,0
ID_M687VQV,2010-08-05,2011-08-05,Male,44,2010-08-05,2,Saloon,Blue,Peugeot,Kano Municipal,Kano,Car Classic,0
ID_VOH16EF,2010-08-05,2011-08-05,Male,40,2010-08-05,2,Saloon,Unknown,Toyota,Kano Municipal,Kano,Muuve,0
ID_LDT9Z8Y,2010-08-05,2011-08-05,Female,40,2010-08-05,2,SUV,Black,Ford,Kano Municipal,Kano,Car Classic,1
ID_4W2J2NJ,2010-08-05,2011-08-05,Male,40,2010-08-05,2,Saloon,Red,Toyota,Ibadan-South-West,Oyo,Car Classic,0
ID_3S86LZR,2010-08-06,2011-08-06,Male,37,2010-08-06,3,Saloon,Black,Toyota,Abeokuta,Ogun,Car Classic,0
ID_7XZH9PB,2010-08-06,2011-08-06,Male,35,2010-08-06,1,Saloon,Black,Toyota,Effurun,Delta,Car Classic,0
ID_7ZQ1ZCV,2010-08-06,2011-08-06,Male,50,2010-08-06,2,Saloon,Silver,Toyota,Port Harcourt,Rivers,CarSafe,1
ID_B02HEQJ,2010-08-06,2011-08-06,Male,41,2010-08-06,3,Saloon,Wine,Toyota,Sagamu,Ogun,Car Classic,0
ID_DNYUTTL,2010-08-06,2011-08-06,Male,47,2010-08-06,2,SUV,Black,Toyota,Surulere,Lagos,Car Classic,0
ID_MKJ136G,2010-08-06,2011-08-06,Female,54,2010-08-06,2,Saloon,Unknown,Ford,Kaduna-South,Kaduna,Car Classic,0
ID_R6XVOR5,2010-08-06,2011-08-06,Male,37,2010-08-06,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_WQ0OOJE,2010-08-06,2011-08-06,Female,49,2010-08-06,2,SUV,Black,Hyundai,Kano Municipal,Kano,Car Plus,0
ID_MM7CYR4,2010-08-06,2011-08-06,Female,27,2010-08-06,2,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,0
ID_R2MY8N2,2010-08-06,2011-08-06,Male,55,2010-08-06,2,Saloon,Gold,Honda,Kano Municipal,Kano,Car Classic,0
ID_PU0HDUL,2010-08-06,2011-08-06,Female,30,2010-08-06,1,Saloon,Black,Hyundai,Kano Municipal,Kano,Car Classic,1
ID_KOF6VXM,2010-08-06,2011-08-06,Entity,40,2010-08-06,2,Pick Up,White,Toyota,Kano Municipal,Kano,CVTP,1
ID_FT6DVBL,2010-08-06,2011-08-06,Male,39,2010-08-06,3,Wagon,Red,Toyota,Kano Municipal,Kano,Car Classic,0
ID_XTK80ND,2010-08-06,2011-08-06,Male,42,2010-08-06,2,Saloon,Wine,Toyota,Kano Municipal,Kano,Car Classic,0
ID_4DKHSNH,2010-08-06,2011-08-06,Male,31,2010-08-06,2,SUV,Grey,Mercedes,Kano Municipal,Kano,Car Plus,0
ID_0F3IJXA,2010-08-07,2011-08-07,Female,45,2010-08-07,2,Saloon,Black,Toyota,Port Harcourt,Rivers,Car Classic,1
ID_57RVQJ0,2010-08-07,2011-08-07,Male,29,2010-08-07,3,Saloon,Ash,Toyota,Kano Municipal,Kano,Car Plus,0
ID_7LNT11Z,2010-08-07,2011-08-07,Female,43,2010-08-07,1,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,0
ID_E4UVY0A,2010-08-07,2011-08-07,Male,31,2010-08-07,1,Saloon,Black,Toyota,Kosofe,Lagos,CarSafe,1
ID_KTU3341,2010-08-07,2011-08-07,Male,34,2010-08-07,3,Saloon,Red,Toyota,Kano Municipal,Kano,CarFlex,0
ID_PESFZT5,2010-08-07,2011-08-07,Female,60,2010-08-07,1,SUV,Black,Lexus,Kano Municipal,Kano,Car Classic,1
ID_N5YQZ5U,2010-08-07,2011-08-07,Female,51,2010-08-07,1,Saloon,Black,Ford,Kaduna-South,Kaduna,Car Classic,0
ID_N5J5SGJ,2010-08-07,2011-08-07,Male,40,2010-08-07,2,Saloon,Black,Toyota,Kano Municipal,Kano,Muuve,0
ID_PVN2UIB,2010-08-07,2011-08-07,Female,39,2010-08-07,2,Saloon,Red,Toyota,Kano Municipal,Kano,Car Classic,0
ID_G5IF9Y5,2010-08-07,2011-08-07,Male,28,2010-08-07,1,Saloon,White,Toyota,Kano Municipal,Kano,Car Classic,1
ID_2M9KI2P,2010-08-07,2011-08-07,Entity,9,2010-08-07,2,Saloon,Blue,Toyota,Kano Municipal,Kano,Car Classic,0
ID_AXBT32J,2010-08-07,2011-08-07,Male,38,2010-08-07,2,Saloon,Grey,Toyota,Nsukka,Enugu,Car Classic,0
ID_A0N5FFD,2010-08-08,2011-08-08,Male,33,2010-08-08,2,Saloon,Silver,Volkswagen,Kano Municipal,Kano,Car Classic,0
ID_NOHOHV2,2010-08-08,2011-08-08,Male,40,2010-08-08,1,Saloon,Silver,Kia,Kano Municipal,Kano,Customized Motor,0
ID_T4QYG4T,2010-08-08,2011-08-08,Male,33,2010-08-08,2,Saloon,Grey,Toyota,Kano Municipal,Kano,Car Classic,0
ID_UA7MF3A,2010-08-08,2011-08-08,Male,39,2010-08-08,2,Saloon,Silver,Audi,Kano Municipal,Kano,Car Classic,0
ID_W3F2ZPX,2010-08-08,2011-08-08,Male,35,2010-08-08,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,1
ID_5EK6FH0,2010-08-08,2011-08-08,Unknown,44,2010-08-08,2,Saloon,Black,Toyota,Ado-Odo/Ota,Ogun,Car Classic,0
ID_YAM8Z34,2010-08-08,2011-08-08,Male,33,2010-08-08,2,Saloon,Silver,Toyota,Abeokuta,Ogun,Car Classic,0
ID_KRRFVE3,2010-08-08,2011-08-08,Female,59,2010-08-08,3,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_1E1QV0K,2010-08-09,2011-08-09,Male,20,2010-08-09,2,Saloon,Black,Volkswagen,Kano Municipal,Kano,CarSafe,0
ID_4E259D1,2010-08-09,2011-08-09,Male,39,2010-08-09,2,SUV,Red,Lexus,Nsukka,Enugu,CarFlex,0
ID_4IMU7JU,2010-08-09,2011-08-09,Female,40,2010-08-09,2,Saloon,Grey,Toyota,Kano Municipal,Kano,Car Classic,0
ID_4ZF5JL2,2010-08-09,2011-08-09,Male,36,2010-08-09,2,Saloon,White,Lexus,Ibadan-South-West,Oyo,Car Classic,0
ID_58VNUAQ,2010-08-09,2011-08-09,Male,52,2010-08-09,3,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_5AK33I2,2010-08-09,2011-08-09,Female,29,2010-08-09,3,SUV,Red,Toyota,Abuja Municipal,Abuja,Car Classic,0
ID_60NJ100,2010-08-09,2011-08-09,Male,29,2010-08-09,3,Saloon,Grey,Lexus,Zaria,Kaduna,Car Classic,0
ID_78Y77UM,2010-08-09,2011-08-09,Male,40,2010-08-09,3,Saloon,White,Toyota,Warri South,Delta,CarSafe,0
ID_FCFMMPG,2010-08-09,2011-08-09,Male,75,2010-08-09,2,SUV,White,Range Rover,Kano Municipal,Kano,Car Classic,0
ID_RC1T20A,2010-08-09,2011-08-09,Female,30,2010-08-09,2,Saloon,White,Honda,Kano Municipal,Kano,Car Classic,0
ID_SZJIHTA,2010-08-09,2011-08-09,Male,50,2010-08-09,2,Saloon,White,Toyota,Kaduna-North,Kaduna,CarSafe,0
ID_TGLSB9L,2010-08-09,2011-08-09,Male,41,2010-08-09,3,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_UE8SKQ3,2010-08-09,2011-08-09,Male,46,2010-08-09,2,Saloon,Black,Toyota,Tarauni,Kano,Car Classic,0
ID_X3WLLTH,2010-08-09,2011-08-09,Female,54,2010-08-09,1,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,0
ID_YIQUFM3,2010-08-09,2011-08-09,Male,31,2010-08-09,2,Saloon,Silver,Toyota,Kaduna-South,Kaduna,CarSafe,1
ID_EXWUAB0,2010-08-09,2011-08-09,Male,54,2010-08-09,3,Saloon,Red,Mercedes,Kano Municipal,Kano,Customized Motor,0
ID_SAGKF6F,2010-08-09,2011-08-09,Female,32,2010-08-09,2,Saloon,Grey,Toyota,Kano Municipal,Kano,Car Classic,0
ID_FH3SDZN,2010-08-09,2011-08-09,Male,40,2010-08-09,1,Saloon,Unknown,Toyota,Kano Municipal,Kano,CVTP,0
ID_UGH5X5W,2010-08-09,2011-08-09,Female,37,2010-08-09,3,Sedan,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_0DQURZJ,2010-08-10,2011-08-10,Male,49,2010-08-10,2,Saloon,Black,Toyota,Badagry,Lagos,CarSafe,0
ID_3EKXTLZ,2010-08-10,2011-08-10,Female,20,2010-08-10,1,Saloon,White,Kia,Ojo,Lagos,CarSafe,0
ID_3VIPBBD,2010-08-10,2011-08-10,Male,29,2010-08-10,2,Saloon,Silver,Toyota,Warri South,Delta,CarSafe,0
ID_4RNVFPV,2010-08-10,2011-08-10,Joint Gender,64,2010-08-10,2,Saloon,Black,Honda,Kano Municipal,Kano,Car Classic,0
ID_CA1SHO0,2010-08-10,2011-08-10,Female,64,2010-08-10,1,Saloon,Black,Honda,Kaduna-South,Kaduna,Car Classic,0
ID_GJM0FZQ,2010-08-10,2011-08-10,Male,36,2010-08-10,2,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_J1OLVLW,2010-08-10,2011-08-10,Male,31,2010-08-10,2,Saloon,Brown,Toyota,Effurun,Delta,Car Classic,0
ID_QGOQ9BA,2010-08-10,2011-08-10,Unknown,50,2010-08-10,2,Saloon,Red,Toyota,Kano Municipal,Kano,CarSafe,0
ID_SMAH13E,2010-08-10,2011-08-10,Male,35,2010-08-10,1,Saloon,Ash,Toyota,Bwari,Abuja,Car Classic,0
ID_VSCJX4E,2010-08-10,2011-08-10,Female,29,2010-08-10,2,Saloon,Grey,Toyota,Bonny,Rivers,Car Classic,0
ID_QZ5MPFF,2010-08-10,2011-08-10,Female,36,2010-08-10,2,Saloon,Silver,Toyota,Kano Municipal,Kano,CarFlex,0
ID_CWSS5A3,2010-08-10,2011-08-10,Male,36,2010-08-10,1,Saloon,Black,Toyota,Warri South,Delta,Car Classic,0
ID_V55C0S8,2010-08-10,2011-08-10,Male,37,2010-08-10,1,Saloon,Blue,Toyota,Kano Municipal,Kano,Car Classic,0
ID_V5FJZNC,2010-08-10,2011-08-10,Male,32,2010-08-10,2,Saloon,Grey,Honda,Nsukka,Enugu,Car Classic,0
ID_10FJB2M,2010-08-11,2011-08-11,Male,43,2010-08-11,2,Saloon,Unknown,Toyota,Warri South,Delta,Car Classic,0
ID_14TM3RU,2010-08-11,2011-08-11,Female,45,2010-08-11,1,Saloon,Red,Kia,Nasarawa,Kano,Car Classic,0
ID_6CGDXD7,2010-08-11,2011-08-11,Male,20,2010-08-11,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_8YIKMNA,2010-08-11,2011-08-11,Male,33,2010-08-11,2,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_90CA0M8,2010-08-11,2011-08-11,Male,40,2010-08-11,1,SUV,White,Lexus,Kano Municipal,Kano,Car Classic,0
ID_9BQKMV4,2010-08-11,2011-08-11,Male,50,2010-08-11,1,Saloon,Red,Toyota,Port Harcourt,Rivers,CarSafe,0
ID_ACL3TCL,2010-08-11,2011-08-11,Female,31,2010-08-11,1,SUV,White,Lexus,Kano Municipal,Kano,Car Classic,0
ID_F6KXX10,2010-08-11,2011-08-11,Male,48,2010-08-11,3,SUV,Black,Toyota,Ikorodu,Lagos,Car Classic,0
ID_IDGH9Q0,2010-08-11,2011-08-11,Female,40,2010-08-11,2,SUV,Blue,Nissan,Kano Municipal,Kano,Car Classic,0
ID_KK7AGQQ,2010-08-11,2011-08-11,Male,33,2010-08-11,2,Saloon,Red,Toyota,Warri South,Delta,CarSafe,1
ID_P63K3ER,2010-08-11,2011-08-11,Male,50,2010-08-11,2,Saloon,White,Hyundai,Abeokuta,Ogun,Car Classic,0
ID_T4737UA,2010-08-11,2011-08-11,Male,40,2010-08-11,2,Saloon,White,Mercedes,Kano Municipal,Kano,Car Classic,0
ID_ZSDBB6C,2010-08-11,2011-08-11,Female,51,2010-08-11,2,SUV,Black,Hyundai,Kano Municipal,Kano,Car Classic,0
ID_SDSGDYV,2010-08-11,2011-08-11,Male,32,2010-08-11,2,Saloon,Ash,Toyota,Kano Municipal,Kano,Car Classic,1
ID_5OW09PF,2010-08-11,2011-08-11,Male,52,2010-08-11,3,Saloon,Unknown,Audi,Ijebu Ode,Ogun,Car Classic,1
ID_8I4FXNW,2010-08-11,2011-08-11,Male,37,2010-08-11,3,Saloon,Black,Toyota,Ogbomoso,Oyo,Car Classic,0
ID_IDGH9Q0,2010-08-11,2011-08-11,Female,40,2010-08-11,1,SUV,Black,Nissan,Ado-Odo/Ota,Ogun,Car Classic,0
ID_ETI56ND,2010-08-11,2011-08-11,Male,39,2010-08-11,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,1
ID_QAZPUB5,2010-08-11,2011-08-11,Male,36,2010-08-11,3,Saloon,White,Toyota,Warri South,Delta,Car Classic,0
ID_8W6IETA,2010-08-11,2011-08-11,Female,55,2010-08-11,1,Saloon,Black,Lexus,Kano Municipal,Kano,Car Classic,0
ID_6HZ5YTU,2010-08-11,2011-08-11,Female,40,2010-08-11,3,Saloon,Ash,Toyota,Port Harcourt,Rivers,Car Classic,1
ID_5EK6FH0,2010-08-11,2011-08-11,Unknown,44,2010-08-11,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,1
ID_XYE91HP,2010-08-11,2011-08-11,Entity,34,2010-08-11,3,Saloon,White,Kia,Enugu-East,Enugu,Car Classic,0
ID_MX3KAE7,2010-08-11,2011-08-11,Female,30,2010-08-11,2,Saloon,Wine,Lexus,Kano Municipal,Kano,Car Plus,0
ID_I6TAXBR,2010-08-11,2011-08-11,Male,35,2010-08-11,1,Saloon,Grey,Toyota,Kuje,Abuja,Car Plus,0
ID_QF3YPSQ,2010-08-11,2011-08-11,Male,56,2010-08-11,3,Saloon,Unknown,Iveco,Enugu-North,Enugu,CVTP,0
ID_3XF7HO7,2010-08-12,2011-08-12,Male,46,2010-08-12,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_BO8Q7SE,2010-08-12,2011-08-12,Female,39,2010-08-12,2,SUV,Black,Kia,Abuja Municipal,Abuja,Car Classic,0
ID_E1B41CI,2010-08-12,2011-08-12,Male,50,2010-08-12,3,Saloon,White,Toyota,Warri South,Delta,CarSafe,0
ID_GYFUNYK,2010-08-12,2011-08-12,Male,31,2010-08-12,1,Saloon,Black,Toyota,Abeokuta,Ogun,Car Classic,0
ID_RHUB6GI,2010-08-12,2011-08-12,Female,41,2010-08-12,2,Saloon,Gold,Mercedes,Nasarawa,Kano,Car Classic,0
ID_RY767E3,2010-08-12,2011-08-12,Male,55,2010-08-12,2,SUV,Black,Volvo,Otukpo,Benue,Car Classic,0
ID_VBPSWJ6,2010-08-12,2011-08-12,Male,37,2010-08-12,2,Saloon,White,Honda,Kano Municipal,Kano,CarSafe,0
ID_OTPDS5W,2010-08-12,2011-08-12,Female,34,2010-08-12,3,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_AEB6XME,2010-08-12,2011-08-12,Male,27,2010-08-12,2,Saloon,Wine,Lexus,Kano Municipal,Kano,Car Classic,0
ID_2C1KUB8,2010-08-13,2011-08-13,Male,53,2010-08-13,2,Saloon,Black,Toyota,Kano Municipal,Kano,CarFlex,0
ID_4P12LV0,2010-08-13,2011-08-13,Female,40,2010-08-13,3,Saloon,Silver,Kia,Bonny,Rivers,Car Classic,0
ID_7WMMBXC,2010-08-13,2011-08-13,Female,38,2010-08-13,2,Saloon,Brown,Hyundai,Kano Municipal,Kano,Car Classic,0
ID_8WOL77Y,2010-08-13,2011-08-13,Female,33,2010-08-13,1,Saloon,Silver,Mercedes,Kano Municipal,Kano,Car Classic,0
ID_BBBEMES,2010-08-13,2011-08-13,Male,35,2010-08-13,1,Saloon,Black,Toyota,Obio-Akpor,Rivers,CarSafe,0
ID_EJJZ2DX,2010-08-13,2011-08-13,Male,45,2010-08-13,2,Saloon,Grey,Range Rover,Kano Municipal,Kano,Car Classic,0
ID_EM2QVNV,2010-08-13,2011-08-13,Male,27,2010-08-13,2,Saloon,Unknown,Volvo,Kano Municipal,Kano,CVTP,0
ID_FSSNHGR,2010-08-13,2011-08-13,Female,39,2010-08-13,3,Saloon,Grey,Toyota,Kano Municipal,Kano,Car Classic,0
ID_HLOMQ49,2010-08-13,2011-08-13,Male,20,2010-08-13,3,Saloon,Black,Kia,Kano Municipal,Kano,CarSafe,0
ID_IZ580CC,2010-08-13,2011-08-13,Female,20,2010-08-13,2,SUV,Unknown,Toyota,Kano Municipal,Kano,Customized Motor,0
ID_J9H0W6E,2010-08-13,2011-08-13,Male,49,2010-08-13,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_JWBMOF1,2010-08-13,2011-08-13,Male,38,2010-08-13,2,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_KJYZ203,2010-08-13,2011-08-13,Female,43,2010-08-13,2,Saloon,Unknown,Kia,Asaba,Delta,Car Classic,0
ID_KK0N5TN,2010-08-13,2011-08-13,Male,45,2010-08-13,3,Saloon,Black,Honda,Ado-Odo/Ota,Ogun,Car Plus,0
ID_NZ9YOKR,2010-08-13,2011-08-13,Male,75,2010-08-13,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_T8C184O,2010-08-13,2011-08-13,Male,70,2010-08-13,2,SUV,Black,Toyota,Sagamu,Ogun,Car Classic,0
ID_UVAFD74,2010-08-13,2011-08-13,Male,43,2010-08-13,2,Saloon,Black,Toyota,Kosofe,Lagos,CarSafe,0
ID_O7SYXMO,2010-08-13,2011-08-13,Male,34,2010-08-13,2,Saloon,Silver,Toyota,Warri South,Delta,Car Plus,0
ID_42F3G0Q,2010-08-13,2011-08-13,Female,37,2010-08-13,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,1
ID_088DOQ3,2010-08-13,2011-08-13,Female,50,2010-08-13,3,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_A1NRGZU,2010-08-13,2011-08-13,Male,42,2010-08-13,2,Saloon,Black,Hyundai,Kano Municipal,Kano,Car Classic,0
ID_4735B2N,2010-08-13,2011-08-13,Female,38,2010-08-13,2,SUV,Black,Toyota,Makurdi,Benue,Car Classic,1
ID_ZKU0UC9,2010-08-13,2011-08-13,Male,52,2010-08-13,2,SUV,Red,Land Rover,Ojo,Lagos,Customized Motor,0
ID_17DG12Q,2010-08-14,2011-08-14,Male,60,2010-08-14,3,Saloon,White,Toyota,Kano Municipal,Kano,CarSafe,0
ID_8O1AGLQ,2010-08-14,2011-08-14,Female,51,2010-08-14,2,Saloon,Blue,Toyota,Kano Municipal,Kano,Car Classic,1
ID_EK9WXQG,2010-08-14,2011-08-14,Male,26,2010-08-14,3,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,1
ID_HBBC7LD,2010-08-14,2011-08-14,Entity,9,2010-08-14,2,Saloon,Black,Toyota,Enugu-North,Enugu,Car Classic,0
ID_I3OZAJZ,2010-08-14,2011-08-14,Female,64,2010-08-14,2,Saloon,Silver,Toyota,Gboko,Benue,Car Classic,0
ID_LOIWB83,2010-08-14,2011-08-14,Male,34,2010-08-14,2,Saloon,Red,Honda,Kano Municipal,Kano,CarSafe,0
ID_SYPDOJ2,2010-08-14,2011-08-14,Male,40,2010-08-14,3,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_UBTZ6Y3,2010-08-14,2011-08-14,Female,30,2010-08-14,2,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_UL0Q3BM,2010-08-14,2011-08-14,Male,43,2010-08-14,2,SUV,Black,Toyota,Port Harcourt,Rivers,Car Classic,0
ID_V2ZTT7Y,2010-08-14,2011-08-14,Male,63,2010-08-14,2,Saloon,Black,Toyota,Gwagwalada,Kano,CarSafe,0
ID_ZLVBMY0,2010-08-14,2011-08-14,Male,40,2010-08-14,2,Saloon,White,Nissan,Kano Municipal,Kano,CarSafe,0
ID_HCJMC0Y,2010-08-14,2011-08-14,Male,42,2010-08-14,2,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,0
ID_6ULLZ1Z,2010-08-14,2011-08-14,Male,41,2010-08-14,2,Mini Bus,Green,Toyota,Kano Municipal,Kano,Car Classic,0
ID_CQH4ODH,2010-08-14,2011-08-14,Male,39,2010-08-14,1,Truck,White & Red,Iveco,Gboko,Benue,CVTP,0
ID_TQQTIK6,2010-08-14,2011-08-14,Female,60,2010-08-14,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_AE3U4I4,2010-08-14,2011-08-14,Female,40,2010-08-14,3,Saloon,Unknown,Toyota,Kano Municipal,Kano,Car Classic,0
ID_84XB406,2010-08-14,2011-08-14,Male,74,2010-08-14,2,SUV,Black,Toyota,Abuja Municipal,Abuja,Car Classic,0
ID_1143H6E,2010-08-15,2011-08-15,Female,35,2010-08-15,3,SUV,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_443S9IY,2010-08-15,2011-08-15,Male,40,2010-08-15,2,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,0
ID_7T6VUSP,2010-08-15,2011-08-15,Male,50,2010-08-15,2,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_EH6BQFK,2010-08-15,2011-08-15,Male,46,2010-08-15,3,SUV,White,Toyota,Kano Municipal,Kano,Car Classic,0
ID_F32YBHY,2010-08-15,2011-08-15,Male,37,2010-08-15,2,Saloon,Red,Toyota,Kano Municipal,Kano,CarSafe,0
ID_HQJS5KD,2010-08-15,2011-08-15,Unknown,39,2010-08-15,2,Saloon,Red,Toyota,Kano Municipal,Kano,CarSafe,0
ID_K8IUJ1Q,2010-08-15,2011-08-15,Male,30,2010-08-15,3,Saloon,Black,Toyota,Kano Municipal,Kano,CVTP,0
ID_N93H7IQ,2010-08-15,2011-08-15,Male,50,2010-08-15,2,Saloon,Blue,Toyota,Kano Municipal,Kano,CarSafe,0
ID_ODH0XYL,2010-08-15,2011-08-15,Female,38,2010-08-15,2,SUV,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_PEVTJ7S,2010-08-15,2011-08-15,Female,64,2010-08-15,3,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_QE2WXHI,2010-08-15,2011-08-15,Male,41,2010-08-15,3,Saloon,Silver,Mercedes,Warri South,Delta,CarSafe,0
ID_SS7Q0GA,2010-08-15,2011-08-15,Female,40,2010-08-15,2,Saloon,Unknown,Toyota,Kano Municipal,Kano,Car Classic,0
ID_YZ5LH9X,2010-08-15,2011-08-15,Male,65,2010-08-15,3,Bus,Black,Lexus,Kano Municipal,Kano,Car Classic,0
ID_7D0M7YC,2010-08-15,2011-08-15,Male,29,2010-08-15,2,SUV,Silver,Toyota,Kano Municipal,Kano,Car Classic,0
ID_8W6IETA,2010-08-15,2011-08-15,Female,55,2010-08-15,2,Saloon,Black,Lexus,Kano Municipal,Kano,Car Classic,0
ID_VXVQPS2,2010-08-15,2011-08-15,Male,31,2010-08-15,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_118RLBY,2010-08-16,2011-08-16,Male,35,2010-08-16,2,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,0
ID_BL5P125,2010-08-16,2011-08-16,Male,45,2010-08-16,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_MWP8AKN,2010-08-16,2011-08-16,Male,32,2010-08-16,2,Saloon,Silver,Toyota,Effurun,Delta,Car Classic,0
ID_PU3ZAB9,2010-08-16,2011-08-16,Male,43,2010-08-16,1,SUV,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_VNSW98P,2010-08-16,2011-08-16,Male,40,2010-08-16,3,SUV,Blue,Range Rover,Kano Municipal,Kano,Customized Motor,0
ID_VT6TT2Y,2010-08-16,2011-08-16,Male,44,2010-08-16,1,SUV,Black,Toyota,Effurun,Delta,Car Classic,0
ID_CGDA6XL,2010-08-16,2011-08-16,Male,37,2010-08-16,1,SUV,Grey,Lexus,Kano Municipal,Kano,Car Classic,0
